Course Code,Course Name,Credit Value,Details,Prerequisites,Corequisites,Exclusion,Recommended Preparation
PMA476Y1,Piano Literature,0.33,Survey of selected repertoire. Class performance. ,['Complicated'],,,
PMA478Y1,Orchestral Studies - Strings,0.33,Survey of selected repertoire not covered elsewhere in the performance program. ,['Complicated'],,,
PMA479Y1,Orchestral Studies - Winds,0.33,"Performing survey of basic orchestral repertoire for wind instruments. Regular performance. Emphasis on intonation, tonal blend, balance and general orchestral technique. ",['Complicated'],,,
PMA482Y1,Contemporary Music Ensemble,0.67,"A chamber orchestra of approximately 20 musicians, CME explores music of the 20th and 21st centuries, with an emphasis on living composers. Rehearsals and performances as assigned by the Performance Division. Attendance at all assigned sessions is required. Four hours minimum.",['Complicated'],,,
PMA485Y1,Applied Music & Recital,1.00,Individual instruction in the student's major performance medium. One hour lesson per week (to a total of 24 lessons) and Recital.,,,,
PMA487Y1,Collegium Musicium,0.67,Study and performance of Baroque and Renaissance instrumental/vocal chamber repertoire from an historically aware perspective. Guest coaches will be a regular part of the instruction as well as lectures/demos in relevant performance practice topics. Each year Collegium members will also be invited to take part in larger-scale projects in collaboration with the UofT Schola Cantorum.,['Complicated'],,,
PMA489Y1,Schola Cantorum,0.50,"This practical course will focus on the study and performance of 17th- and 18th-century vocal repertoire from an historically aware perspective. Matters of style, ornamentation, word painting and intonation will be applied to a variety of works, including solo arias, cantatas, madrigals and motets and major oratorios, both sacred and secular. The class will be conducted in a rehearsal and master class format. Every other class we will focus on solo/duet/trio/quartet repertoire. Alternate classes will be devoted to ensemble repertoire. Four hours minimum. ",['Complicated'],,,
PMA490Y1,Concert Band,0.67,Students rehearse and perform in concerts and reading sessions as assigned by the Performance Division throughout the academic year. Attendance at all assigned sessions is required. Six hours minimum. ,['Complicated'],,,
PMA491Y1,Chamber Music,0.33,"Instruction in small ensemble performance e.g. string quartets, woodwind quintets, piano trios, percussion ensemble, mixed chamber groups. With permission, students may enrol in two or more ensembles and earn additional credit. Two hours minimum. ",['Complicated'],,,
PMA492Y1,Macmillan Singers,0.67,The study and performance of a diverse choral repertoire with an emphasis on extended and major works. Attendance at all assigned session is required. Four hours minimum. ,['Complicated'],,,
PMA494Y1,Opera: Major Role,1.00,"Introductory studies in operatic performance. Vocal and dramatic coaching and staging. Speech, acting, mime, movement, fencing, eurhythmics, makeup. Selected students may be cast in major productions. ",['Complicated'],,,
PMA495Y1,University of Toronto Orchestras,0.67,"Students rehearse and perform in concerts, reading sessions, opera productions and choral/orchestral presentations as assigned by the Performance Division throughout the academic year. Attendance at all assigned sessions is required. Six hours minimum. ",['Complicated'],,,
PMU085H1,Applied Lessons,0.50,Individual instruction in the student’s major performance medium. One hour lesson per week. For students on an exchange program.,,,,
PMU095H1,Major Ensemble,0.50,For students on an exchange program.,['Complicated'],,,
PMU098H1,Music Electives,,For students on an exchange program.,,,,
PMU105Y1,Instrumental Performance Class,0.33,Approaches to performance and repertoire in instrument specific groupings. ,['Complicated'],,,
PMU110Y1,Tenor/Bass Chorus,0.67,"Study and performance of repertoire for tenor and bass voices, comprising of music spanning several centuries and styles; emphasis on vocal development, aural skills and ensemble experience. Attendance at all sessions is required. Four hours minimum.",['Complicated'],,,
PMU115Y1,Chamber Choir,0.67,"Study and Performance of advanced repertoire for treble voices (SSAA), with emphasis on the contemporary period. Attendance at all sessions is required. Four hours minimum.",['Complicated'],,,
PMU126H1,Flute-Guitar Masterclass,0.50,"This is a performance-based course designed to explore the extensive repertoire for flute-guitar duo written since 1800. Students are paired in duos, perform each week for peers, receive instruction on performance and interpretation in masterclass format, and are expected to provide written and verbal commentary and reflection on the repertoire and its performance.",['Complicated'],,,
PMU128H1,English Art Song,0.17,"Practical approach through in-class coaching to the study and performance of English song repertoire with emphasis on expression of text and musical style. Repertoire includes Renaissance to 21st century American, British and Canadian song.",['Complicated'],,['PMU138Y1'],
PMU129H1,Italian Vocal Repertoire,0.17,Practical study through in-class coaching on authentic pronunciation and interpretation. Emphasis on the art song repertoire of the seventeenth to twentieth centuries. ,['Complicated'],,['PMU138Y1'],
PMU135Y1,Lyric Diction,0.33,"A study of English, Italian, German, and French phonetics, with focus on authentic pronunciation for the stage. ",['Complicated'],,,
PMU163Y1,Sight Reading,0.33,"Reading and study of solo pieces, accompaniments, duets, and two-piano arrangements of symphonies and overtures. ",['Complicated'],,,
PMU175Y1,Soprano/Alto Chorus,0.67,A major choral ensemble for qualified soprano and alto voices who study and perform a wide variety of treble voice repertoire. Emphasis on the development of musicianship through distinctive choral composition. Attendance at all assigned sessions is required. Four hours minimum. ,['Complicated'],,,
PMU182Y1,Contemporary Music Ensemble,0.67,"A chamber orchestra of approximately 20 musicians, CME explores music of the 20th and 21st centuries, with an emphasis on living composers. Rehearsals and performances as assigned by the Performance Division. Attendance at all assigned sessions is required. Four hours minimum.",['Complicated'],,,
PMU183Y1,Guitar Orchestra,0.67,Practical training in ensemble performance. Six hours minimum. ,['Complicated'],,,
PMU184Y1,Applied Music,0.50,Individual instruction in the student’s major performance medium. One hour lesson per week. (a total of 24 lessons). ,['Complicated'],,,
PMU185Y1,Applied Music,1.00,Individual instruction in the student’s major performance medium. One hour lesson per week (a total of 24 lessons).,['Complicated'],,,
PMU187Y1,Collegium Musicium,0.67,Study and performance of Baroque and Renaissance instrumental/vocal chamber repertoire from an historically aware perspective. Guest coaches will be a regular part of the instruction as well as lectures/demos in relevant performance practice topics. Each year Collegium members will also be invited to take part in larger-scale projects in collaboration with the UofT Schola Cantorum.,['Complicated'],,,
PMU189Y1,Schola Cantorum,0.50,"This practical course will focus on the study and performance of 17th- and 18th-century vocal repertoire from an historically aware perspective. Matters of style, ornamentation, word painting and intonation will be applied to a variety of works, including solo arias, cantatas, madrigals and motets and major oratorios, both sacred and secular. The class will be conducted in a rehearsal and master class format. Every other class we will focus on solo/duet/trio/quartet repertoire. Alternate classes will be devoted to ensemble repertoire. Four hours minimum.",['Complicated'],,,
PMU190Y1,Concert Band,0.67,Students rehearse and perform in concerts and reading sessions as assigned by the Performance Division through the academic year. Attendance at all assigned sessions is required. Six hours minimum. ,['Complicated'],,,
PMU191Y1,Chamber Music,0.33,"Instruction in small ensemble performance e.g. string quartets, woodwind quintets, piano trios, percussion ensemble, mixed chamber groups. Two hours minimum. ",['Complicated'],,,
PMU192Y1,Macmillan Singers,0.67,The study and performance of a diverse choral repertoire with an emphasis on extended and major works. Attendance at all assigned session is required. Four hours minimum. ,['Complicated'],,,
PMU195Y1,University of Toronto Orchestras,0.67,"Students rehearse and perform in concerts, reading sessions, opera productions and choral/orchestral presentations as assigned by the Performance Division throughout the academic year. Attendance at all assigned sessions is required. Six hours minimum. ",['Complicated'],,,
PMU205Y1,Instrumental Performance Class,0.33,Approaches to performance and repertoire in instrument specific groupings. ,['Complicated'],,,
PMU210Y1,Tenor/Bass Chorus,0.67,"Study and performance of repertoire for tenor and bass voices comprising of music spanning several centuries and styles; emphasis on vocal development, aural skills and ensemble experience. Attendance at all sessions is required. Four hours minimum. ",['Complicated'],,,
PMU215Y1,Chamber Choir,0.67,"Study and Performance of advanced repertoire for treble voices (SSAA), with emphasis on the contemporary period. Attendance at all sessions is required. Four hours minimum. ",['Complicated'],,,
PMU226H1,Flute-Guitar Masterclass ,0.50,"This is a performance-based course designed to explore the extensive repertoire for flute-guitar duo written since 1800. Students are paired in duos, perform each week for peers, receive instruction on performance and interpretation in masterclass format, and are expected to provide written and verbal commentary and reflection on the repertoire and its performance.",['Complicated'],,,
PMU228H1,English Art Song,0.17,"A continuation of PMU128H1. Practical approach through in-class coaching to the study and performance of English song repertoire with emphasis on expression of text and musical style. Repertoire includes Renaissance to 21st century American, British and Canadian song.","['PMU128H1', 'Complicated']",,['PMU238Y1'],
PMU229H1,Italian Vocal Repertoire,0.17,A continuation of PMU129H1. Practical study through in-class coaching on authentic pronunciation and interpretation. Emphasis on the art song repertoire of the seventeenth to twentieth centuries. ,"['PMU129H1', 'Complicated']",,['PMU238Y1'],
PMU230Y1,Topics in Performance Studies,0.33,"This course will introduce a variety of skills necessary for entering into a career as a singing artist of the 21st century. Using performance-based process work, students will be invited to explore audition techniques, develop operatic role study skills, and discuss current performance and repertoire trends all while being encouraged to use real-world technology solutions.","['PMU185Y1', 'Complicated']",['PMU285Y1'],,
PMU251Y1,Piano-Instrumental Master Class,0.50,"An exploration of the piano chamber literature, especially that for piano and one other instrument. Pianists prepare and perform with student instrumentalists. One hour.",['Complicated'],['PMU252Y1'],,
PMU252Y1,Piano-Vocal Master Class,0.50,"A performance class for piano performance majors introducing the art of collaboration between singer and pianist through study of piano/vocal repertoire, primarily from the art song genre. Through in-class presentations, topical lectures and projects, students explore the unique relationships between pianist, singer, music and text. Students work with PMU255Y1 singers.",['Complicated'],['PMU251Y1'],,
PMU255Y1,Piano-Vocal Master Class,0.50,"A performance class for voice performance majors introducing the art of collaboration between singer and pianist through study of piano/vocal repertoire, primarily from the art song genre. Through in-class presentations, topical lectures and projects, students explore the unique relationships between pianist, singer, music and text. Students work with PMU252Y1 pianists.",['Complicated'],['PMU251Y1'],,
PMU261H1,Introduction to Piano Teaching Methods,0.33,"An introduction to historical keyboard technique treatises, as well as beginning and intermediate level learning theories and teaching methods. ",['Complicated'],,['PMU260Y1'],
PMU262H1,Piano Teaching Methods Practicum ,0.33,Practical experiences in teaching beginner to intermediate level adult pianists and observations of children’s private lessons and group classes in the University of Toronto Piano Pedagogy Program.,"['PMU261H1', 'Complicated']",,,
PMU264Y1,West African Drumming & Dancing,0.50,Performance and rehearsal of West African drumming and dancing and introduction to its musical and social contexts. ,,,['WME264H1'],
PMU267Y1,University of Toronto Faculty of Music Gospel Choir,0.50,"This course will explore various forms of Gospel music repertoire, from its roots in the African American negro spiritual to mainstream contemporary gospel choir music. Students will develop their aural musicianship skills and their ability to ‘learn by ear’ through a rote style of teaching. Students will also be encouraged to develop their improvisation skills in solo and group settings. ",,,['WME261H1'],
PMU270Y1,Latin American Music Ensemble,0.50,Rehearsal and Performance of Latin American Music and introduction to its musical and social contexts. ,,,['WME270H1'],
PMU271Y1,Japanese Taiko Drumming,0.50,Rehearsal and performance of Japanese Drumming and introduction to its musical and social contexts. ,,,['WME271H1'],
PMU272Y1,Steel Pan Ensemble,0.50,Rehearsal and performance of the Steel Pan ensemble and introduction to its musical and social contexts.,,,['WME272H1'],
PMU275Y1,Soprano/Alto Chorus,0.67,A major choral ensemble for qualified soprano and alto voices who study and perform a wide variety of treble voice repertoire. Emphasis on the development of musicianship through distinctive choral composition. Attendance at all assigned sessions is required. Four hours minimum. ,['Complicated'],,,
PMU282Y1,Contemporary Music Ensemble,0.67,"A chamber orchestra of approximately 20 musicians, CME explores music of the 20th and 21st centuries, with an emphasis on living composers. Rehearsals and performances as assigned by the Performance Division. Attendance at all assigned sessions is required. Four hours minimum.",['Complicated'],,,
PMU283Y1,Guitar Orchestra,0.67,Practical training in ensemble performance. Six hours minimum. ,['Complicated'],,,
PMU284Y1,Applied Music,0.50,Individual instruction in the student’s major performance medium. One hour lesson per week. (a total of 24 lessons). ,['Complicated'],,,
PMU285Y1,Applied Music,1.00,Individual instruction in the student’s major performance medium. One hour lesson per week (a total of 24 lessons).,['Complicated'],,,
PMU287Y1,Collegium Musicium,0.67,Study and performance of Baroque and Renaissance instrumental/vocal chamber repertoire from an historically aware perspective. Guest coaches will be a regular part of the instruction as well as lectures/demos in relevant performance practice topics. Each year Collegium members will also be invited to take part in larger-scale projects in collaboration with the UofT Schola Cantorum.,['Complicated'],,,
PMU289Y1,Schola Cantorum,0.50,"This practical course will focus on the study and performance of 17th- and 18th-century vocal repertoire from an historically aware perspective. Matters of style, ornamentation, word painting and intonation will be applied to a variety of works, including solo arias, cantatas, madrigals and motets and major oratorios, both sacred and secular. The class will be conducted in a rehearsal and master class format. Every other class we will focus on solo/duet/trio/quartet repertoire. Alternate classes will be devoted to ensemble repertoire. 4 hours minimum.",['Complicated'],,,
PMU290Y1,Concert Band,0.67,Students rehearse and perform in concerts and reading sessions as assigned by the Performance Division through the academic year. Attendance at all assigned sessions is required. Six hours minimum. ,['Complicated'],,,
PMU291Y1,Chamber Music,0.33,"Instruction in small ensemble performance e.g. string quartets, woodwind quintets, piano trios, percussion ensemble, mixed chamber groups. Two hours minimum. ",['Complicated'],,,
PMU292Y1,Macmillan Singers,0.67,The study and performance of a diverse choral repertoire with an emphasis on extended and major works. Attendance at all assigned session is required. Four hours minimum. ,['Complicated'],,,
PMU295Y1,University of Toronto Orchestras,0.67,"Students rehearse and perform in concerts, reading sessions, opera productions and choral/orchestral presentations as assigned by the Performance Division throughout the academic year. Attendance at all assigned sessions is required. Six hours minimum. ",['Complicated'],,,
PMU301H1,Piano Technology for Pianists ,0.50,"An introduction into the history and functionality of the piano.  This course touches on nomenclature for the instrument, how the action works, and how better understanding the structure and mechanics of the instrument can enhance the playing of a pianist.",['Complicated'],,,
PMU305Y1,Instrumental Performance Class,0.33,Approaches to performance and repertoire in instrument specific groupings. ,['Complicated'],,,
PMU310Y1,Tenor/Bass Chorus,0.67,"Study and performance of repertoire for tenor and bass voices, comprising of music spanning several centuries and styles; emphasis on vocal development, aural skills and ensemble experience. Attendance at all sessions is required. Four hours minimum. ",['Complicated'],,,
PMU315Y1,Chamber Choir,0.67,"Study and Performance of advanced repertoire for treble voices (SSAA), with emphasis on the contemporary period. Attendance at all sessions is required. Four hours minimum. ",['Complicated'],,,
PMU320H1,Assessment in Performance,0.50,"This course examines issues in assessment of performance at all levels of student development and builds skills needed to successfully adjudicate in professional settings including juries, recitals, community festivals, and exams. These skills are also vital to teaching/coaching in studio and class settings. Course content includes theory of assessment and social dynamics of authority, rubrics, active listening, and practica.",['Complicated'],,,
PMU326H1,Flute-Guitar Masterclass ,0.50,"This is a performance-based course designed to explore the extensive repertoire for flute-guitar duo written since 1800. Students are paired in duos, perform each week for peers, receive instruction on performance and interpretation in masterclass format, and are expected to provide written and verbal commentary and reflection on the repertoire and its performance.",['Complicated'],,,
PMU330Y1,Performance Skills,0.67,"An exploration of issues relating to creative and effective musical performance. Concepts of musicians’ health, exercises for connecting the physique to instrument, stress management, presentation and stage presence, communication skills and musical preparation will be developed through workshops, coaching and masterclass sessions. Two hours.",['Complicated'],,,
PMU336Y1,French Melodie,0.33,"Performance of French melodie in a masterclass setting. Elementary knowledge of French vocabulary, grammar and pronunciation is required. ","['PMU135Y1', 'PMU285Y1', 'Complicated']",,,
PMU339Y1,Oratorio,0.33,"The course goal is to experience, through study, class presentation and concert performance, the representative solo arias excerpted from oratorio/sacred genre; spanning baroque to contemporary works.  Additional study topics include:  role study; recitative; ornamentation; review of Latin lyric diction (including Germanic Latin); orchestral context; compositional elements of major oratorio composers. ","['PMU285Y1', 'Complicated']",,,
PMU340Y1,Lieder,0.33,"Study and performance of selected Lieder in a masterclass setting. Singers are required to recite the text and give a description of the poetry, background and musical setting. Knowledge of German vocabulary, grammar and pronunciation is required. ","['PMU135Y1', 'PMU285Y1', 'Complicated']",,,
PMU351Y1,Piano-Instrumental Master Class,0.50,"An exploration of the piano chamber literature, especially that for piano and one other instrument. Pianists prepare and perform with student instrumentalists. One hour.","['PMU251Y1', 'PMU252Y1', 'Complicated']",,,
PMU352Y1,Piano-Vocal Master Class,0.50,An exploration of the standard vocal literature. Pianists prepare and perform with student singers. One hour.,"['PMU251Y1', 'PMU252Y1', 'Complicated']",,,
PMU354Y1,Piano-Instrumental Master Class,0.50,Students prepare and perform chamber works with the pianists in PMU351Y1. ,['Complicated'],,,
PMU355Y1,Piano-Vocal Master Class,0.50,Students prepare and perform vocal music with the pianists in PMU352Y1. ,['Complicated'],,,
PMU361Y1,Voice Pedagogy,0.50,"Students learn to identify the anatomy, physiology, and development of the singing voice through classroom study, and then apply that knowledge in a mentored teaching project. Students examine the structural, functional, and behavioral conditions that affect voice users, with a concentration on the concerns of the independent voice studio teacher.  ",['Complicated'],,,
PMU363Y1,Orchestral Studies - Percussion,0.33,"Performing survey of standard orchestral repertoire for percussion instruments. Regular class performance. Emphasis on style, technique, interpretation and performance practice. ",['Complicated'],,,
PMU375Y1,Soprano/Alto Chorus,0.67,A major choral ensemble for qualified soprano and alto voices who study and perform a wide variety of treble voice repertoire. Emphasis on the development of musicianship through distinctive choral composition. Attendance at all assigned sessions is required. Four hours. ,['Complicated'],,,
PMU376Y1,Piano Literature I,0.33,Survey of selected repertoire. Class performance.,"['PMU285Y1', 'Complicated']",,,
PMU378Y1,Orchestral Studies - Strings,0.33,Survey of selected repertoire not covered elsewhere in the performance program. ,"['PMU285Y1', 'Complicated']",,,
PMU379Y1,Orchestral Studies - Winds,0.33,"Performing survey of basic orchestral repertoire for wind instruments. Regular performance. Emphasis on intonation, tonal blend, balance and general orchestral technique. ","['PMU285Y1', 'Complicated']",,,
PMU380Y1,Conducting,0.67,"Principles of baton technique, score study and analysis. Students conduct from full scores of orchestral, orchestral-choral, and opera repertoire. Weekly conducting of piano reductions. ",['Complicated'],,,
PMU382Y1,Contemporary Music Ensemble,0.67,"A chamber orchestra of approximately 20 musicians, CME explores music of the 20th and 21st centuries, with an emphasis on living composers. Rehearsals and performances as assigned by the Performance Division. Attendance at all assigned sessions is required.",['Complicated'],,,
PMU383Y1,Guitar Orchestra,0.67,Practical training in ensemble performance. Six hours minimum. ,['Complicated'],,,
PMU384Y1,Applied Music,0.50,Individual instruction in the student’s major performance medium. One hour lesson per week. (a total of 24 lessons). ,['Complicated'],,,
PMU385Y1,Applied Music & Recital,1.00,Individual instruction in student’s major performance medium. One hour lesson per week (a total of 24 lessons) and Recital. ,['Complicated'],,,
PMU387Y1,Collegium Musicium,0.67,Study and performance of Baroque and Renaissance instrumental/vocal chamber repertoire from an historically aware perspective. Guest coaches will be a regular part of the instruction as well as lectures/demos in relevant performance practice topics. Each year Collegium members will also be invited to take part in larger-scale projects in collaboration with the UofT Schola Cantorum.,['Complicated'],,,
PMU388Y1,Harpsichord & Organ,0.67,"This course provides practical grounding in organ and harpsichord by focusing on essential techniques and performance practices for five key repertory areas: I. Italian late Renaissance; II. English Virginalists; III. German pre-Baroque; IV. French Classical; V. Bach. Emphasis is placed on developing a versatile technique with a variety of instruments, and acquiring proficiency with national styles, ornamentation, and registration. ","['PMU288Y1', 'Complicated']",,,
PMU389Y1,Schola Cantorum,0.50,"This practical course will focus on the study and performance of 17th- and 18th-century vocal repertoire from an historically aware perspective. Matters of style, ornamentation, word painting and intonation will be applied to a variety of works, including solo arias, cantatas, madrigals and motets and major oratorios, both sacred and secular. The class will be conducted in a rehearsal and master class format. Every other class we will focus on solo/duet/trio/quartet repertoire. Alternate classes will be devoted to ensemble repertoire. Four hours minimum. ",['Complicated'],,,
PMU390Y1,Concert Band,0.67,Students rehearse and perform in concerts and reading sessions as assigned by the Performance Division through the academic year. Attendance at all assigned sessions is required. Six hours minimum. ,['Complicated'],,,
PMU391Y1,Chamber Music,0.33,"Instruction in small ensemble performance e.g. string quartets, woodwind quintets, piano trios, percussion ensemble, mixed chamber groups. Two hours minimum. ",['Complicated'],,,
PMU392Y1,Macmillan Singers,0.67,The study and performance of a diverse choral repertoire with an emphasis on extended and major works. Attendance at all assigned session is required. Four hours minimum. ,['Complicated'],,,
PMU394Y1,Opera,1.00,"Introductory studies in operatic performance. Vocal and dramatic coaching and staging. Speech, acting, mime, movement, fencing, eurhythmics, makeup. Selected students may be cast in major productions. ",['Complicated'],,,
PMU395Y1,University of Toronto Orchestras,0.67,"Students rehearse and perform in concerts, reading sessions, opera productions and choral/orchestral presentations as assigned by the Performance Division throughout the academic year. Attendance at all assigned sessions is required. Six hours minimum. ",['Complicated'],,,
PMU401H1,The Business of Music Performance,0.33,"A study of the strategies and tools used by performers to refine and realize their career goals. Students develop publicity materials, meet with music industry professionals and investigate a variety of performance career paths. ",['Complicated'],,,
PMU405Y1,Instrumental Performance Class,0.33,Approaches to performance and repertoire in instrument specific groupings. ,['Complicated'],,,
PMU410Y1,Tenor/Bass Chorus,0.67,"Study and performance of repertoire for tenor and bass voices, comprising of music spanning several centuries and styles; emphasis on vocal development, aural skills and ensemble experience. Attendance at all sessions is required. Four hours minimum. ",['Complicated'],,,
PMU415Y1,Chamber Choir,0.67,"Study and Performance of advanced repertoire for treble voices (SSAA), with emphasis on the contemporary period. Attendance at all sessions is required. Four hours minimum. ",['Complicated'],,,
PMU426H1,Guitar-Flute Masterclass,0.50,"This is a performance based course designed to explore the extensive repertoire for flute-guitar duo written since 1800. Students are paired in duos, perform each week for peers, receive instruction on performance and interpretation in masterclass format, and are expected to provide written and verbal commentary and reflection on the repertoire and its performance.",['Complicated'],,,
PMU436Y1,French Melodie,0.33,Continuation of PMU336Y1. ,"['PMU336Y1', 'Complicated']",,,
PMU440Y1,Lieder,0.33,"In-depth study and analysis of Lieder in a master class setting. Singers are required to recite the text and give a description of the poetry, background and musical setting. Knowledge of German vocabulary, grammar and pronunciation is required. One hour. ","['PMU135Y1', 'PMU340Y1', 'Complicated']",,,
PMU445Y1,Oratorio Ensemble,0.67,"This course focuses on the study and performance of solo arias, duets, trios, and quartets of the oratorio genre. It has a thematic trajectory from its European Christian origins to its present-day empowerment in cultural and secular determinations, and across world religions. The course takes an activist’s eye to acknowledging, re-examining, and renewing the storytelling prominence of oratorio through lenses of decolonization, survivorship bias, intentionality, universality, and dedicated authenticity. The repertoire will include traditional masterworks, new works, and genre-bending concepts, with an orientation to professional engagement.","['PMU385Y1', 'PMU285Y1', 'Complicated']",,,
PMU451Y1,Piano-Instrumental Master Class,0.50,"An exploration of the piano chamber literature, especially that for piano and one other instrument. Pianists prepare and perform with student instrumentalists. One hour.","['PMU351Y1', 'PMU352Y1', 'Complicated']",,,
PMU452Y1,Piano-Vocal Master Class,0.50,An exploration of the standard vocal literature. Pianists prepare and perform with student singers. One hour.,"['PMU351Y1', 'PMU352Y1', 'Complicated']",,,
PMU454Y1,Piano-Instrumental Master Class,0.50,Students prepare and perform chamber works with the pianists in PMU451Y1. ,['Complicated'],,,
PMU455Y1,Piano-Vocal Master Class,0.50,Students prepare and perform vocal music with the pianists in PMU352Y1. ,['Complicated'],,,
PMU463Y1,Orchestral Studies - Percussion,0.33,"Performing survey of standard orchestral repertoire for percussion instruments. Regular class performance. Emphasis on style, technique, interpretation and performance practice. ","['PMU363Y1', 'Complicated']",,,
PMU475Y1,Soprano/Alto Chorus,0.67,A major choral ensemble for soprano and alto voices who study and perform a wide variety of treble voice repertoire. Emphasis on the development of musicianship through distinctive choral composition. Attendance at all assigned sessions is required. Four hours minimum. ,['Complicated'],,,
PMU476Y1,Piano Literature II,0.33,Survey of selected repertoire. Class performance.,['Complicated'],['PMU376Y1'],,
PMU478Y1,Orchestral Studies - Strings,0.33,Survey of selected repertoire not covered elsewhere in the performance program. ,"['PMU378Y1', 'Complicated']",,,
PMU479Y1,Orchestral Studies - Winds,0.33,"Performing survey of basic orchestral repertoire for wind instruments. Regular performance. Emphasis on intonation, tonal blend, balance and general orchestral technique. ","['PMU379Y1', 'Complicated']",,,
PMU480Y1,Conducting,0.67,Continuation of PMU380Y1 with emphasis on score analysis and interpretation. ,['PMU380Y1'],,,
PMU482Y1,Contemporary Music Ensemble,0.67,"A chamber orchestra of approximately 20 musicians, CME explores music of the 20th and 21st centuries, with an emphasis on living composers. Rehearsals and performances as assigned by the Performance Division. Attendance at all assigned sessions is required.",['Complicated'],,,
PMU483Y1,Guitar Orchestra,0.67,Practical training in ensemble performance. Six hours minimum. ,['Complicated'],,,
PMU484Y1,Applied Music,0.50,Individual instruction in the student’s major performance medium. One hour lesson per week. (a total of 24 lessons). ,['Complicated'],,,
PMU485Y1,Applied Music & Recital,1.00,Individual instruction in student’s major performance medium. One hour lesson per week (a total of 24 lessons) and Recital. ,['Complicated'],,,
PMU487Y1,Collegium Musicium,0.67,Study and performance of Baroque and Renaissance instrumental/vocal chamber repertoire from an historically aware perspective. Guest coaches will be a regular part of the instruction as well as lectures/demos in relevant performance practice topics. Each year Collegium members will also be invited to take part in larger-scale projects in collaboration with the UofT Schola Cantorum.,['Complicated'],,,
PMU489Y1,Schola Cantorum,0.50,"This practical course will focus on the study and performance of 17th- and 18th-century vocal repertoire from an historically aware perspective. Matters of style, ornamentation, word painting and intonation will be applied to a variety of works, including solo arias, cantatas, madrigals and motets and major oratorios, both sacred and secular. The class will be conducted in a rehearsal and master class format. Every other class we will focus on solo/duet/trio/quartet repertoire. Alternate classes will be devoted to ensemble repertoire. Four hours minimum. ",['Complicated'],,,
PMU490Y1,Concert Band,0.67,Students rehearse and perform in concerts and reading sessions as assigned by the Performance Division through the academic year. Attendance at all assigned sessions is required. Six hours minimum. ,['Complicated'],,,
PMU491Y1,Chamber Music,0.33,"This course examines the artistic and technical aspects of improvised jazz performance. Analysis of improvised solos and group performances, approaches to practicing, developmental techniques and exercises, and general performance skills are among the topics covered. One hour. ",['Complicated'],,,
PMU492Y1,Macmillan Singers,0.67,The study and performance of a diverse choral repertoire with an emphasis on extended and major works. Attendance at all assigned session is required. Four hours minimum. ,['Complicated'],,,
PMU494Y1,Opera,1.00,"Introductory studies in operatic performance. Vocal and dramatic coaching and staging. Speech, acting, mime, movement, fencing, eurhythmics, makeup. Selected students may be cast in major productions. ",['Complicated'],,,
PMU495Y1,University of Toronto Orchestras,0.67,"Students rehearse and perform in concerts, reading sessions, opera productions and choral/orchestral presentations as assigned by the Performance Division throughout the academic year. Attendance at all assigned sessions is required. Six hours minimum. ",['Complicated'],,,
SMU200H1,Healthy Practices for Healthy Musicians,0.50,"This course introduces students to the field of musicians' health through a blend of physical practices and theoretical discussions. Each class includes a yoga-based movement practice and a discussions of relevant concepts including basic anatomy for musicians, motor learning techniques, and strategies for addressing performance anxiety and achieving peak performance. Students will leave the course with a repertoire of stretches and exercises to counterbalance strains associated with playing their instruments, strategies to make effective use of practice time, and an awareness of available health resources in the community and online.",['Complicated'],,,
SMU400H1,Introduction to Music in Healthcare,0.50,"This course provides an overview of music approaches in health care contexts including: music therapy, music and medicine, community music and artists working in interdisciplinary teams. Lectures, guest speakers, video-clips, and collaborative learning experiences will enhance student knowledge with a focus on critical issues, current research and evidence based practices.",['Complicated'],,['EMU400H1'],
TMU010H1,Composition ,0.50,Compositional projects developed in consultation with the instructor. For students on an exchange program.,,,,
TMU105Y1,Keyboard Harmony,0.33,"Keyboard skills, corresponding with materials studied in TMU130H1, including scales, chords, harmonization of melodies and score reading. Emphasis on continuo realization. One hour. ",['Complicated'],,['TMU107Y1'],
TMU107Y1,Keyboard Skills,0.33,"Performance of pieces (equivalent to RCM Grade 3); scales, chords and cadences in major and minor keys; harmonization of simple melodies utilizing a variety of accompaniments and style; sight reading of melodies, chorales, and simple two-part pieces. One hour. ",['Complicated'],,"['TMU105Y1', 'TMU107Y1', 'TMU105Y1', 'Complicated']",
TMU110H1,Composition,0.50,Compositional projects developed in consultation with the instructor. For students with direct-entry into the composition major in year one.,,,,
TMU111H1,Introduction to Computer Applications in Music,0.50,"Survey of digital music technology, covering engraving, MIDI, sound and digital audio, sequencing, synthesis, recording and sampling, signal processing, and mixing and mastering. Throughout this course will be an overview of the supporting hardware and software ecosystem, and an emphasis on listening and analyzing a diverse cross-section of electronic music. Coursework is practical, with a focus on creative and proficient use of a digital audio workstation, culminating in a final project.",,,,
TMU112H1,Introduction to Composition I,0.50,"Material to be covered includes notation and preparation of scores and parts; introduction to linear writing in instrumental and vocal textures; motives and their extensions; short, strict forms for 2-3 instruments, based on traditional and contemporary models. Primarily for students with an interest in composition. ",,,,
TMU113H1,Introduction to Composition II,0.50,An extension of the material taught in TMU112H1. ,,,,
TMU130H1,Music Theory I,0.50,Diatonic harmony. Principles of voice leading and harmonic progression. Introduction to musical form. ,,,['TMU120H1'],
